id,name,absolute_magnitude_h,estimated_diameter_km_min,estimated_diameter_km_max,is_potentially_hazardous,close_approach_date,relative_velocity_kph,miss_distance_km,orbiting_body
3878573,(2019 TC2),27.9,0.0069912523,0.0156329154,False,2025-04-06,87619.852600299,70498067.341367611,Earth
54196856,(2021 RO16),26.54,0.0130784109,0.0292442157,False,2025-04-06,53682.7275790495,37016688.348314878,Earth
54268446,(2022 GO),25.74,0.0189040552,0.0422707525,False,2025-04-06,97799.0703624126,70713371.513030076,Earth
54271303,(2022 GO3),26.85,0.0113384836,0.0253536201,False,2025-04-06,54278.212776615,24558765.115791646,Earth
54353613,(2023 FQ13),22.84,0.0718712133,0.1607089186,False,2025-04-06,60032.1797410147,29256454.648246483,Earth
54483859,(2024 SA4),20.29,0.2325706875,0.5200438667,False,2025-04-06,117321.0394334825,61010500.922797209,Earth
54522923,(2025 DV40),22.485,0.0846359701,0.1892517825,False,2025-04-06,47190.5053840379,6427926.544005024,Earth
2516435,516435 (2004 FJ29),21.38,0.1407845434,0.3148038092,False,2025-04-07,59517.8717313913,39017749.160709576,Earth
3152317,(2003 GQ22),21.48,0.1344481952,0.3006353038,True,2025-04-07,32031.6196354012,7500536.839196614,Earth
3551067,(2010 VD72),21.54,0.1307841086,0.2924421572,True,2025-04-07,44145.9878778508,42217986.947817884,Earth
3728860,(2015 SC17),22.95,0.0683211199,0.1527706684,False,2025-04-07,76941.4519619255,59482628.271068736,Earth
3744157,(2016 CP247),23.6,0.0506471459,0.1132504611,False,2025-04-07,10554.5914654989,72892005.984460716,Earth
3831916,(2018 UQ1),21.95,0.1082816778,0.2421251924,True,2025-04-07,75905.1897090196,47149702.331692715,Earth
54053823,(2020 RF2),25.5,0.0211132445,0.0472106499,False,2025-04-07,98115.5836356646,58761758.770931686,Earth
54132973,(2021 FE3),24.16,0.0391340663,0.0875064325,False,2025-04-07,61127.2727833676,48429455.756025086,Earth
54155286,(2021 LM1),20.45,0.2160503512,0.4831032718,False,2025-04-07,141357.4076713327,36668670.251375927,Earth
54226400,(2021 XA1),26.98,0.0106795998,0.023880311,False,2025-04-07,58990.6402696472,74734305.967559192,Earth
